Associated Gene Name	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Band	Transcript count	Gene Biotype	Status (gene)
SNORA17	ENSMUSG00000077472	1	123389801	123389931	-1	E2.3	1	snoRNA	NOVEL
U6	ENSMUSG00000088227	18	55179840	55179919	1	D3	1	snRNA	NOVEL
AC157986.1	ENSMUSG00000093236	19	30261441	30261517	-1	C1	1	miRNA	NOVEL
AC221015.32	ENSMUSG00000096148	7	59703427	59703520	-1	B5	1	snoRNA	KNOWN
n-R5s40	ENSMUSG00000064409	15	79692502	79692625	1	E1	1	rRNA	KNOWN
AC127300.3	ENSMUSG00000095039	8	126878841	126893739	-1	E2	3	lincRNA	KNOWN
AC121866.1	ENSMUSG00000094110	8	128173297	128227806	-1	E2	4	lincRNA	KNOWN
AC128663.3	ENSMUSG00000096123	8	128320947	128322648	-1	E2	1	lincRNA	KNOWN
AC093451.2	ENSMUSG00000095566	8	111555089	111571683	1	E1	2	lincRNA	KNOWN
AC134615.1	ENSMUSG00000095252	8	116400552	116417262	-1	E1	1	lincRNA	KNOWN
AC133195.2	ENSMUSG00000095848	8	116562044	116565169	-1	E1	3	lincRNA	KNOWN
AL772324.1	ENSMUSG00000096423	4	16675923	16676029	1	A2	1	snRNA	KNOWN
U1	ENSMUSG00000065773	3	96460024	96460189	-1	F2.1	1	snRNA	KNOWN
U6	ENSMUSG00000064526	11	86437310	86437415	-1	C	1	snRNA	NOVEL
AC131332.1	ENSMUSG00000080648	12	65547387	65547477	1	C1	1	miRNA	NOVEL
U6	ENSMUSG00000087987	4	127284731	127284833	-1	D2.2	1	snRNA	NOVEL
AC108942.1	ENSMUSG00000094901	18	60174317	60174426	1	D3	1	miRNA	NOVEL
7SK	ENSMUSG00000084635	10	50866075	50866364	-1	B3	1	misc_RNA	NOVEL
AL731554.1	ENSMUSG00000095133	5	103898879	103898985	1	E5	1	snRNA	NOVEL
Mir720	ENSMUSG00000076048	3	89116609	89116672	-1	F1	1	miRNA	KNOWN
SNORA17	ENSMUSG00000093933	10	41216045	41216176	1	B1	1	snoRNA	NOVEL
AC134453.1	ENSMUSG00000093058	15	62652935	62653004	-1	D1	1	miRNA	NOVEL
SNORD26	ENSMUSG00000065392	19	8724251	8724325	1	A	1	snoRNA	NOVEL
AC117241.1	ENSMUSG00000094369	17	7374193	7374357	-1	A1	1	snRNA	NOVEL
SNORA17	ENSMUSG00000088418	4	121509472	121509603	1	D2.2	1	snoRNA	NOVEL
U6	ENSMUSG00000088589	4	138587624	138587729	-1	D3	1	snRNA	NOVEL
n-R5s159	ENSMUSG00000084630	7	132058641	132058760	1	F3	1	rRNA	KNOWN
U4	ENSMUSG00000084675	19	14718358	14718480	-1	A	1	snRNA	NOVEL
SNORA28	ENSMUSG00000088626	9	108795243	108795388	-1	F2	1	snoRNA	NOVEL
U2	ENSMUSG00000065944	11	101658238	101658428	1	D	1	snRNA	KNOWN
SNORA17	ENSMUSG00000077761	2	168882040	168882168	-1	H3	1	snoRNA	NOVEL
U6	ENSMUSG00000064876	X	104001373	104001479	-1	D	1	snRNA	NOVEL
Mir1912	ENSMUSG00000093039	X	147009441	147009527	1	F2	1	miRNA	KNOWN
AC134897.1	ENSMUSG00000095989	6	29988388	29988489	1	A3.3	1	miRNA	NOVEL
SNORA44	ENSMUSG00000065709	3	99113155	99113283	-1	F2.2	1	snoRNA	NOVEL
AC162038.1	ENSMUSG00000092767	6	94823733	94823805	1	D2	1	miRNA	NOVEL
AC120136.3	ENSMUSG00000094655	1	72226240	72226430	1	C3	1	snRNA	NOVEL
n-R5s198	ENSMUSG00000084574	2	74935415	74935514	-1	C3	1	rRNA	KNOWN
AC160532.1	ENSMUSG00000096303	5	86916216	86916322	-1	E1	1	snRNA	NOVEL
U6	ENSMUSG00000089257	18	81026773	81026890	1	E3	1	snRNA	NOVEL
AC102096.1	ENSMUSG00000093432	18	12104537	12104606	-1	A1	1	miRNA	NOVEL
AC124472.1	ENSMUSG00000092820	7	110231008	110231252	-1	E3	1	misc_RNA	NOVEL
U1	ENSMUSG00000064859	5	86079766	86079935	1	E1	1	snRNA	NOVEL
U6	ENSMUSG00000088128	15	76214101	76214205	-1	D3	1	snRNA	NOVEL
U6	ENSMUSG00000064412	12	95619818	95619924	1	E	1	snRNA	KNOWN
Snord15a	ENSMUSG00000065822	7	99482785	99482932	-1	E1	1	snoRNA	KNOWN
SNORA24	ENSMUSG00000077360	13	49714119	49714240	1	A5	1	snoRNA	NOVEL
AC171202.1	ENSMUSG00000076360	16	56070563	56070666	1	C1.1	1	miRNA	NOVEL
AL671117.1	ENSMUSG00000093217	X	13653381	13653449	1	A1.1	1	miRNA	NOVEL
n-R5s64	ENSMUSG00000075973	12	85718477	85718595	-1	D2	1	rRNA	KNOWN
Mir343	ENSMUSG00000076315	7	19386643	19386717	1	A3	1	miRNA	KNOWN
7SK	ENSMUSG00000087961	X	137815156	137815440	-1	F1	1	misc_RNA	NOVEL
U6	ENSMUSG00000088566	7	128734202	128734303	1	F3	1	snRNA	NOVEL
U6	ENSMUSG00000089593	16	8336993	8337096	1	A1	1	snRNA	NOVEL
U6	ENSMUSG00000065011	11	85163077	85163183	1	C	1	snRNA	NOVEL
U6	ENSMUSG00000077207	1	137215544	137215647	-1	E4	1	snRNA	NOVEL
CT030170.1	ENSMUSG00000077876	12	17949458	17949548	-1	A1.2	1	miRNA	NOVEL
U1	ENSMUSG00000065191	5	123360832	123361000	1	F	1	snRNA	NOVEL
AC102477.1	ENSMUSG00000089244	5	13902770	13902874	-1	A1	1	miRNA	NOVEL
Mir466n	ENSMUSG00000077991	2	10513741	10513834	1	A1	1	miRNA	KNOWN
AC132270.1	ENSMUSG00000095216	5	6370870	6370960	-1	A1	1	miRNA	NOVEL
AC141881.5	ENSMUSG00000094097	8	123557490	123557608	-1	E1	1	rRNA	KNOWN
SNORA3	ENSMUSG00000077575	7	109521280	109521409	1	E3	1	snoRNA	NOVEL
AC153982.1	ENSMUSG00000078042	6	121325580	121325676	-1	F1	1	miRNA	NOVEL
AC166781.1	ENSMUSG00000092658	8	119392034	119392104	-1	E1	1	miRNA	NOVEL
U6	ENSMUSG00000070175	1	20444811	20444912	-1	A4	1	snRNA	NOVEL
RNaseP_nuc	ENSMUSG00000088874	3	16115615	16115943	-1	A1	1	misc_RNA	NOVEL
U6	ENSMUSG00000065722	3	58290251	58290357	-1	D	1	snRNA	NOVEL
SNORA40	ENSMUSG00000088493	18	37705979	37706069	1	B3	1	snoRNA	NOVEL
5S_rRNA	ENSMUSG00000089472	2	21171083	21171213	1	A3	1	rRNA	NOVEL
Mir222	ENSMUSG00000065471	X	19146893	19146971	-1	A1.3	1	miRNA	KNOWN
7SK	ENSMUSG00000087958	4	51540747	51541015	1	B1	1	misc_RNA	NOVEL
AC221015.14	ENSMUSG00000094997	7	59791844	59791937	-1	B5	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000089534	1	17520001	17520111	1	A3	1	snoRNA	NOVEL
AC221015.26	ENSMUSG00000096017	7	59756514	59756607	-1	B5	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077776	1	57422244	57422373	-1	C1.3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077578	13	105223269	105223398	-1	D1	1	snoRNA	NOVEL
Mir351	ENSMUSG00000065503	X	53053255	53053353	-1	A5	1	miRNA	KNOWN
SNORA17	ENSMUSG00000077272	8	96318487	96318618	-1	D1	1	snoRNA	NOVEL
SNORA19	ENSMUSG00000095097	19	24942236	24942367	-1	B	1	snoRNA	KNOWN
5S_rRNA	ENSMUSG00000088324	9	102547766	102547877	1	F1	1	rRNA	NOVEL
5S_rRNA	ENSMUSG00000088448	12	97371034	97371113	-1	E	1	rRNA	NOVEL
AC168073.42	ENSMUSG00000096306	7	59542742	59542820	-1	B5	1	snoRNA	NOVEL
AC132327.1	ENSMUSG00000093093	3	89302482	89302729	1	F1	1	misc_RNA	NOVEL
U6	ENSMUSG00000087989	7	63585922	63586022	1	C	1	snRNA	NOVEL
AC121091.1	ENSMUSG00000094245	1	58466515	58466621	-1	C1.3	1	snRNA	NOVEL
SNORA8	ENSMUSG00000065226	9	15314845	15314981	1	A2	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000088817	17	82232144	82232272	-1	E3	1	snoRNA	NOVEL
n-R5s48	ENSMUSG00000084431	14	77530398	77530507	1	D3	1	rRNA	KNOWN
SNORA17	ENSMUSG00000077204	12	12013623	12013751	1	A1.1	1	snoRNA	NOVEL
U2	ENSMUSG00000065820	11	101604850	101605040	1	D	1	snRNA	NOVEL
Mir200b	ENSMUSG00000065549	4	156055681	156055750	-1	E2	1	miRNA	KNOWN
n-R5s153	ENSMUSG00000065385	7	29657161	29657276	-1	B1	1	rRNA	KNOWN
AL672051.1	ENSMUSG00000096222	X	61938891	61938997	1	A6	1	snRNA	NOVEL
SNORA17	ENSMUSG00000088853	17	63202738	63202854	1	E1.1	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000096455	11	71288425	71288558	-1	B4	1	snoRNA	NOVEL
Mir1948	ENSMUSG00000087950	18	12714811	12714895	1	A1	1	miRNA	KNOWN
U6	ENSMUSG00000065382	9	6706342	6706446	-1	A1	1	snRNA	NOVEL
AC168073.32	ENSMUSG00000095764	7	59553981	59554059	-1	B5	1	snoRNA	NOVEL
U6	ENSMUSG00000087980	7	96919994	96920102	-1	E1	1	snRNA	NOVEL
Mir5105	ENSMUSG00000093077	5	146261003	146261084	1	G3	1	miRNA	KNOWN
7SK	ENSMUSG00000088136	11	85297452	85297749	-1	C	1	misc_RNA	NOVEL
Mir92-1	ENSMUSG00000076062	14	115044427	115044506	1	E4	1	miRNA	KNOWN
AC074211.1	ENSMUSG00000095037	14	102329530	102329661	-1	E2.3	1	snoRNA	NOVEL
SNORA42	ENSMUSG00000077285	11	98999508	98999622	1	D	1	snoRNA	NOVEL
7SK	ENSMUSG00000088902	4	116915227	116915493	1	D1	1	misc_RNA	NOVEL
U4	ENSMUSG00000084659	9	105673465	105673551	-1	F1	1	snRNA	NOVEL
U6	ENSMUSG00000065368	7	11967150	11967256	-1	A1	1	snRNA	NOVEL
Snord19	ENSMUSG00000077797	14	31016206	31016281	-1	B	1	snoRNA	KNOWN
Mir1968	ENSMUSG00000088054	8	13189031	13189098	-1	A1.1	1	miRNA	KNOWN
U4	ENSMUSG00000064606	4	83527628	83527768	-1	C3	1	snRNA	NOVEL
7SK	ENSMUSG00000084645	X	139654294	139654617	-1	F1	1	misc_RNA	NOVEL
U6	ENSMUSG00000084638	9	114838173	114838276	1	F3	1	snRNA	NOVEL
5S_rRNA	ENSMUSG00000088580	8	127597706	127597823	1	E2	1	rRNA	NOVEL
U6	ENSMUSG00000064616	12	49009883	49009989	1	B3	1	snRNA	NOVEL
U6atac	ENSMUSG00000080517	11	29334934	29335059	1	A3.3	1	snRNA	NOVEL
Mir1186	ENSMUSG00000080535	8	31102921	31103042	-1	A3	1	miRNA	KNOWN
SNORA17	ENSMUSG00000088481	3	77105209	77105285	-1	E3	1	snoRNA	NOVEL
CT573030.1	ENSMUSG00000095142	17	34687696	34687802	-1	B1	1	snRNA	NOVEL
AL663045.1	ENSMUSG00000076394	11	65067709	65067807	-1	B3	1	miRNA	NOVEL
SNORA17	ENSMUSG00000088192	8	86233854	86233977	1	C3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077787	6	118111914	118112045	-1	F1	1	snoRNA	NOVEL
n-R5s182	ENSMUSG00000065823	4	12812706	12812812	1	A1	1	rRNA	KNOWN
5S_rRNA	ENSMUSG00000089586	17	63096890	63097000	-1	E1.1	1	rRNA	NOVEL
Mir3076	ENSMUSG00000093156	14	30572149	30572208	1	B	1	miRNA	KNOWN
RNase_MRP	ENSMUSG00000088375	10	4567974	4568213	-1	A1	1	misc_RNA	NOVEL
AL672019.1	ENSMUSG00000096389	X	52173135	52173205	1	A5	1	miRNA	NOVEL
AC154654.1	ENSMUSG00000095160	16	35440254	35440363	-1	B3	1	miRNA	NOVEL
AC165361.1	ENSMUSG00000092799	17	17830343	17830459	-1	A3.2	1	miRNA	KNOWN
U6	ENSMUSG00000089530	9	72257036	72257139	-1	D	1	snRNA	NOVEL
AL772216.50	ENSMUSG00000095340	2	10477910	10478030	1	A1	1	miRNA	KNOWN
U6	ENSMUSG00000088787	11	69075015	69075115	1	B3	1	snRNA	NOVEL
Mir5125	ENSMUSG00000092981	17	23823291	23823369	1	A3.3	1	miRNA	KNOWN
snoU13	ENSMUSG00000089540	19	17825520	17825627	1	B	1	snoRNA	NOVEL
AL807764.1	ENSMUSG00000092721	4	137951124	137951456	-1	D3	1	misc_RNA	NOVEL
snoU109	ENSMUSG00000088323	1	143778928	143779062	1	F	1	snoRNA	KNOWN
U7	ENSMUSG00000088728	9	55104839	55104898	1	B	1	snRNA	NOVEL
Mir1945	ENSMUSG00000088544	16	11254368	11254445	-1	A1	1	miRNA	KNOWN
AL772216.49	ENSMUSG00000095336	2	10480165	10480291	1	A1	1	miRNA	NOVEL
AC168073.4	ENSMUSG00000094048	7	59589548	59589626	-1	B5	1	snoRNA	NOVEL
AC110744.1	ENSMUSG00000096219	8	5069259	5069377	-1	A1.1	1	rRNA	NOVEL
AL732585.1	ENSMUSG00000092845	2	25055109	25055175	-1	A3	1	miRNA	NOVEL
U6	ENSMUSG00000096676	1	134280885	134280991	-1	E4	1	snRNA	NOVEL
AC161570.1	ENSMUSG00000093344	5	141080431	141080509	1	G2	1	miRNA	NOVEL
AC171241.1	ENSMUSG00000080522	14	48364337	48364402	-1	C1	1	miRNA	NOVEL
AL772216.1	ENSMUSG00000077095	2	10509584	10509687	1	A1	1	miRNA	NOVEL
U6	ENSMUSG00000065296	10	94184492	94184573	-1	C2	1	snRNA	NOVEL
SNORA61	ENSMUSG00000077622	4	94098290	94098418	1	C5	1	snoRNA	NOVEL
U6atac	ENSMUSG00000080413	7	16234738	16234864	-1	A2	1	snRNA	NOVEL
AC221015.31	ENSMUSG00000096110	7	59716059	59716152	-1	B5	1	snoRNA	KNOWN
U1	ENSMUSG00000064512	11	94919709	94919833	1	D	1	snRNA	NOVEL
SNORD88	ENSMUSG00000080352	7	44248090	44248180	1	B3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000089119	14	109883054	109883183	-1	E3	1	snoRNA	NOVEL
AC153918.1	ENSMUSG00000093105	6	117935469	117935593	-1	F1	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077664	1	31259593	31259719	-1	B	1	snoRNA	NOVEL
SNORA18	ENSMUSG00000089131	13	46980720	46980848	1	A5	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000094824	10	59817666	59817797	-1	B4	1	snoRNA	NOVEL
AC149277.1	ENSMUSG00000092875	7	6839823	6840121	-1	A1	1	misc_RNA	NOVEL
AC166110.1	ENSMUSG00000095132	17	13432033	13432139	-1	A1	1	snRNA	KNOWN
AC073297.1	ENSMUSG00000094527	6	53872017	53872148	-1	B3	1	snoRNA	NOVEL
CT030685.2	ENSMUSG00000094086	9	4371269	4371335	-1	A1	1	miRNA	NOVEL
U7	ENSMUSG00000089240	15	69454842	69454897	1	D3	1	snRNA	NOVEL
AC158997.1	ENSMUSG00000096559	9	72969602	72969708	1	D	1	snRNA	NOVEL
U6	ENSMUSG00000089607	16	38927209	38927307	1	B4	1	snRNA	NOVEL
U7	ENSMUSG00000088679	15	46944387	46944448	-1	B3.3	1	snRNA	NOVEL
Mir1932	ENSMUSG00000088015	11	119390472	119390561	1	E2	1	miRNA	KNOWN
CT025673.3	ENSMUSG00000094263	9	88521529	88521600	-1	E3.1	1	snoRNA	NOVEL
AC134855.1	ENSMUSG00000080445	8	107605337	107605434	1	D3	1	miRNA	NOVEL
AC120011.1	ENSMUSG00000092806	5	151702368	151702468	-1	G3	1	miRNA	NOVEL
7SK	ENSMUSG00000088022	17	28446861	28447148	1	A3.3	1	misc_RNA	NOVEL
AC132575.1	ENSMUSG00000093237	16	4276923	4277198	-1	A1	1	misc_RNA	NOVEL
5S_rRNA	ENSMUSG00000089226	12	45359699	45359782	1	B3	1	rRNA	NOVEL
SNORA17	ENSMUSG00000089029	3	103392933	103393034	1	F2.2	1	snoRNA	NOVEL
U6	ENSMUSG00000064793	7	28123254	28123359	1	A3	1	snRNA	NOVEL
U6	ENSMUSG00000064890	3	99707740	99707847	-1	F2.2	1	snRNA	NOVEL
7SK	ENSMUSG00000088317	9	106636318	106636583	1	F1	1	misc_RNA	NOVEL
AC159639.1	ENSMUSG00000080349	12	62598892	62599010	-1	C1	1	miRNA	NOVEL
U6	ENSMUSG00000089546	1	61470441	61470543	1	C2	1	snRNA	NOVEL
n-R5s24	ENSMUSG00000084467	18	34509737	34509853	1	B1	1	rRNA	KNOWN
SNORD58	ENSMUSG00000064844	18	75001880	75001944	1	E2	1	snoRNA	NOVEL
U6	ENSMUSG00000089009	2	121135191	121135296	-1	E5	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077586	12	59665654	59665784	-1	C1	1	snoRNA	NOVEL
7SK	ENSMUSG00000088794	3	73207703	73208001	-1	E3	1	misc_RNA	NOVEL
SNORA17	ENSMUSG00000077252	1	172936212	172936334	-1	H3	1	snoRNA	NOVEL
AC159539.1	ENSMUSG00000094377	5	115490254	115490394	1	F	1	snRNA	NOVEL
U2	ENSMUSG00000065620	9	37822586	37822784	-1	A4	1	snRNA	NOVEL
Mir5118	ENSMUSG00000093292	16	55494731	55494797	1	C1.1	1	miRNA	KNOWN
5S_rRNA	ENSMUSG00000088814	13	113403088	113403188	1	D2.2	1	rRNA	NOVEL
AL772216.2	ENSMUSG00000077104	2	10509885	10509984	1	A1	1	miRNA	NOVEL
n-R5s98	ENSMUSG00000084498	8	54866261	54866379	1	B1.3	1	rRNA	KNOWN
SNORA17	ENSMUSG00000088510	1	102413923	102414021	-1	E1.1	1	snoRNA	NOVEL
U6	ENSMUSG00000065798	2	25006152	25006258	-1	A3	1	snRNA	NOVEL
Mir7b	ENSMUSG00000065491	17	56242988	56243098	1	D	1	miRNA	KNOWN
Snora17	ENSMUSG00000077192	2	26639190	26639321	-1	A3	1	snoRNA	KNOWN
U6	ENSMUSG00000089613	1	87415255	87415349	-1	C5	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077404	2	80707589	80707715	1	C3	1	snoRNA	NOVEL
AC122189.1	ENSMUSG00000092948	1	116394342	116394413	-1	E2.3	1	miRNA	NOVEL
AL807823.1	ENSMUSG00000093562	4	41213776	41213853	-1	A5	1	snoRNA	NOVEL
snoZ40	ENSMUSG00000064797	9	15315522	15315595	1	A2	1	snoRNA	NOVEL
AC153564.1	ENSMUSG00000080519	10	11940973	11941067	1	A1	1	miRNA	NOVEL
U6	ENSMUSG00000064429	7	127079481	127079587	1	F3	1	snRNA	NOVEL
U6	ENSMUSG00000089199	4	137325559	137325614	1	D3	1	snRNA	NOVEL
U1	ENSMUSG00000064802	11	12054148	12054303	-1	A1	1	snRNA	NOVEL
SNORA70	ENSMUSG00000087816	18	10757536	10757657	1	A1	1	snoRNA	NOVEL
Mir876	ENSMUSG00000077851	4	36645373	36645453	-1	A5	1	miRNA	KNOWN
CT025680.1	ENSMUSG00000093935	9	39048558	39048649	-1	A5.1	1	miRNA	NOVEL
SNORA79	ENSMUSG00000088412	10	92688864	92689008	-1	C2	1	snoRNA	NOVEL
n-R5s45	ENSMUSG00000084541	14	12427532	12427641	-1	A1	1	rRNA	KNOWN
AC169674.29	ENSMUSG00000095372	7	59447374	59447452	-1	B5	1	snoRNA	NOVEL
U6	ENSMUSG00000064669	2	80558685	80558787	1	C3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077741	3	116065788	116065919	-1	G1	1	snoRNA	NOVEL
SNORA69	ENSMUSG00000077276	3	55956782	55956913	-1	C	1	snoRNA	NOVEL
U6	ENSMUSG00000096198	13	13298243	13298342	-1	A1	1	snRNA	NOVEL
U6	ENSMUSG00000096249	19	23296329	23296435	1	B	1	snRNA	NOVEL
Mir138-2	ENSMUSG00000065512	8	94324311	94324381	1	C5	1	miRNA	KNOWN
AC109145.1	ENSMUSG00000093823	1	195228278	195228398	1	H6	1	miRNA	NOVEL
SNORA70	ENSMUSG00000088875	10	62923396	62923524	-1	B4	1	snoRNA	NOVEL
AC154359.1	ENSMUSG00000094301	16	50920542	50920648	-1	B5	1	snRNA	NOVEL
AC156572.2	ENSMUSG00000095825	13	62791507	62791613	1	B3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077780	4	126818016	126818145	-1	D2.2	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077361	10	46658508	46658638	-1	B2	1	snoRNA	NOVEL
AL671866.2	ENSMUSG00000095209	4	117158309	117158433	-1	D1	1	miRNA	NOVEL
U6	ENSMUSG00000094896	X	60257552	60257658	1	A6	1	snRNA	NOVEL
U6atac	ENSMUSG00000080539	1	68384942	68385035	-1	C3	1	snRNA	NOVEL
AL807379.1	ENSMUSG00000092795	4	16129566	16129675	-1	A2	1	miRNA	NOVEL
Mir705	ENSMUSG00000076012	6	85336292	85336373	-1	C3	1	miRNA	KNOWN
U6	ENSMUSG00000088468	12	61920574	61920677	1	C1	1	snRNA	NOVEL
Mir452	ENSMUSG00000070138	X	72262224	72262308	-1	A7.3	1	miRNA	KNOWN
CT025603.1	ENSMUSG00000095777	13	78361097	78361189	1	C1	1	miRNA	NOVEL
AC168073.48	ENSMUSG00000096595	7	59550238	59550316	-1	B5	1	snoRNA	NOVEL
U6	ENSMUSG00000064460	3	137715658	137715764	1	G3	1	snRNA	NOVEL
U6	ENSMUSG00000065675	3	139417757	139417863	-1	H1	1	snRNA	KNOWN
U1	ENSMUSG00000087752	3	138343138	138343296	1	G3	1	snRNA	KNOWN
Y_RNA	ENSMUSG00000089404	11	94958778	94958893	1	D	1	misc_RNA	NOVEL
SNORA17	ENSMUSG00000088907	19	19275899	19276030	1	B	1	snoRNA	NOVEL
AC167132.1	ENSMUSG00000078062	8	70039104	70039190	1	B3.3	1	miRNA	NOVEL
n-R5s69	ENSMUSG00000065806	11	57764427	57764545	1	B1.3	1	rRNA	KNOWN
n-R5s12	ENSMUSG00000065719	X	136277505	136277623	1	F1	1	rRNA	KNOWN
SNORA17	ENSMUSG00000077683	7	62611657	62611784	1	C	1	snoRNA	NOVEL
U4	ENSMUSG00000084435	5	79750381	79750529	-1	D	1	snRNA	NOVEL
U7	ENSMUSG00000089518	1	66856579	66856635	1	C3	1	snRNA	NOVEL
SNORA22	ENSMUSG00000065304	5	129789539	129789673	1	G1.3	1	snoRNA	NOVEL
AL772258.1	ENSMUSG00000080415	2	169061120	169061240	1	H3	1	miRNA	NOVEL
5S_rRNA	ENSMUSG00000088949	5	92118177	92118283	-1	E2	1	rRNA	NOVEL
AC091333.3	ENSMUSG00000094173	7	61739350	61739409	-1	C	1	miRNA	NOVEL
SNORA71	ENSMUSG00000065673	14	66970452	66970584	1	D1	1	snoRNA	NOVEL
AC134475.1	ENSMUSG00000093207	7	18017252	18017352	-1	A2	1	miRNA	NOVEL
Y_RNA	ENSMUSG00000065721	6	122623547	122623658	1	F1	1	misc_RNA	NOVEL
AC141881.27	ENSMUSG00000095645	8	123611715	123611833	-1	E1	1	rRNA	KNOWN
U6	ENSMUSG00000088570	3	57922088	57922187	-1	D	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077484	13	8945045	8945179	1	A1	1	snoRNA	NOVEL
U6	ENSMUSG00000064494	8	105172496	105172602	1	D3	1	snRNA	NOVEL
SNORA25	ENSMUSG00000065379	11	104251012	104251144	-1	E1	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000088630	6	93509573	93509702	1	D1	1	snoRNA	NOVEL
U7	ENSMUSG00000088013	15	48928078	48928139	1	B3.3	1	snRNA	NOVEL
AL808014.1	ENSMUSG00000084713	X	147106967	147107046	1	F2	1	miRNA	NOVEL
U6	ENSMUSG00000087734	9	45879550	45879648	-1	A5.2	1	snRNA	NOVEL
U7	ENSMUSG00000089008	18	90228899	90228962	1	E4	1	snRNA	NOVEL
7SK	ENSMUSG00000084605	17	17783132	17783417	1	A3.2	1	misc_RNA	NOVEL
AL603828.1	ENSMUSG00000089544	11	115253278	115253385	1	E2	1	miRNA	NOVEL
CT033751.1	ENSMUSG00000095223	17	32285107	32285177	-1	B1	1	miRNA	NOVEL
AC121784.2	ENSMUSG00000093218	12	109723756	109723875	-1	F1	1	miRNA	KNOWN
AC112681.1	ENSMUSG00000095529	16	19319686	19319795	1	A3	1	miRNA	NOVEL
CT010454.1	ENSMUSG00000096005	13	79454970	79455076	1	C2	1	snRNA	NOVEL
SNORA17	ENSMUSG00000089284	X	129156754	129156885	-1	E3	1	snoRNA	NOVEL
BX000454.1	ENSMUSG00000094359	4	139588876	139588977	-1	D3	1	miRNA	NOVEL
Mir680-2	ENSMUSG00000076117	X	144297790	144297899	1	F2	1	miRNA	KNOWN
U1	ENSMUSG00000064855	9	63027560	63027717	1	B	1	snRNA	NOVEL
BX571775.1	ENSMUSG00000094670	X	135384915	135385028	-1	F1	1	snoRNA	NOVEL
U6	ENSMUSG00000089383	6	130081419	130081493	1	F3	1	snRNA	NOVEL
CT485999.1	ENSMUSG00000077948	14	10458178	10458271	1	A1	1	miRNA	NOVEL
U1	ENSMUSG00000088258	8	113528510	113528671	-1	E1	1	snRNA	NOVEL
SNORA33	ENSMUSG00000084693	18	10551289	10551406	-1	A1	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000089387	18	66549935	66550045	-1	E1	1	snoRNA	NOVEL
CT009704.1	ENSMUSG00000095791	16	30814162	30814268	1	B2	1	snRNA	KNOWN
SNORA65	ENSMUSG00000065200	12	31258933	31259062	-1	A2	1	snoRNA	NOVEL
AC169674.25	ENSMUSG00000095031	7	59405330	59405408	-1	B5	1	snoRNA	NOVEL
Mirlet7b	ENSMUSG00000065564	15	85707319	85707403	1	E2	1	miRNA	KNOWN
U6	ENSMUSG00000064742	14	54581177	54581283	1	C2	1	snRNA	NOVEL
U11	ENSMUSG00000077317	18	51607544	51607668	-1	D1	1	snRNA	NOVEL
BX537299.1	ENSMUSG00000094428	7	33808117	33808226	1	B1	1	miRNA	NOVEL
AL691509.1	ENSMUSG00000094771	4	7820916	7821047	1	A1	1	snoRNA	NOVEL
AL935159.1	ENSMUSG00000092843	2	84928074	84928175	1	D	1	miRNA	NOVEL
CT025535.1	ENSMUSG00000096383	14	45404840	45404960	-1	C1	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077643	6	13111299	13111427	1	A1	1	snoRNA	NOVEL
7SK	ENSMUSG00000084639	8	4115513	4115765	-1	A1.1	1	misc_RNA	NOVEL
Mir106a	ENSMUSG00000065456	X	52742503	52742567	-1	A5	1	miRNA	KNOWN
n-R5s189	ENSMUSG00000084624	4	95062650	95062763	1	C5	1	rRNA	KNOWN
Y_RNA	ENSMUSG00000089221	1	151313547	151313628	1	G1	1	misc_RNA	NOVEL
Mir143	ENSMUSG00000065445	18	61649196	61649258	-1	E1	1	miRNA	KNOWN
n-R5s201	ENSMUSG00000084571	2	105997032	105997147	1	E3	1	rRNA	KNOWN
U6	ENSMUSG00000064591	7	37824242	37824347	-1	B3	1	snRNA	NOVEL
Mir466k	ENSMUSG00000080424	3	85467377	85467498	1	F1	1	miRNA	KNOWN
SNORD58	ENSMUSG00000064647	18	75001455	75001519	1	E2	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000094239	5	62523408	62523539	-1	C3.1	1	snoRNA	NOVEL
AC171272.26	ENSMUSG00000096287	7	59525899	59525977	-1	B5	1	snoRNA	NOVEL
SNORD36	ENSMUSG00000064829	2	26912231	26912287	1	A3	1	snoRNA	NOVEL
